timestamp,open,high,low,close,volume,ema_short,ema_long,macd,macd_signal,macd_hist,signal,cash,unrealized_pnl,position_type,position_size,position_entry,position_entry_time,highest_price,lowest_price,exit_triggered,exit_reason,exit_price,trailing_stop_level,stop_loss_level,take_profit_level,benchmark_value
2022-04-01 00:10:00,45612.22,45654.99,45541.66,45588.42,90.4939587,45607.80222222222,45611.49407407407,-3.6918518518505152,-1.2306172839501717,-2.461234567900344,0,10000.0,0.0,none,0.0,0.0,,0.0,0.0,False,,,0.0,0,0,9994.53668597827
2022-04-01 00:20:00,45588.42,45635.97,45560.46,45618.74,70.5932134,45610.23283950617,45612.03080932784,-1.7979698216731776,-1.419734796524507,-0.3782350251486706,-1,10000.0,0.0,short,0.21935394997238333,45588.42,2022-04-01 00:20:00,45588.42,45588.42,False,,,0.0,0,0,10001.183864194116
2022-04-01 00:30:00,45621.24,45631.99,45364.92,45571.31,143.117608,45601.58331961591,45609.014453081334,-7.431133465426683,-3.423534352825232,-4.007599112601451,0,10000.0,-7.199196638093557,short,0.21935394997238333,45588.42,2022-04-01 00:20:00,45588.42,45588.42,False,,,46500.1884,0,0,9990.785590355805
2022-04-01 00:40:00,45571.32,45655.42,45551.31,45640.06,96.4674444,45610.13369303459,45611.31412322346,-1.18043018886965,-2.6758329648400383,1.4954027759703883,0,10000.0,3.750952544527436,short,0.21935394997238333,45588.42,2022-04-01 00:20:00,45588.42,45588.42,False,,,46500.1884,0,0,10005.85793541977
2022-04-01 00:50:00,45640.12,45652.34,45480.14,45552.88,99.0560991,45597.410650138016,45606.98566965135,-9.575019513336883,-4.975561814338986,-4.599457698997897,1,10000.0,-11.340599213573176,long,0.21885699250541904,45640.12,2022-04-01 00:50:00,45640.12,45640.12,True,signal,45640.12,46482.7362,0,0,9986.74510570811
2022-04-01 01:00:00,45549.49,45549.49,45387.74,45405.76,98.3015102,45554.82161677401,45592.080064491995,-37.25844771798438,-15.736523782220784,-21.521923935763596,-1,9988.659400786426,-19.835009230767145,short,0.21885699250541904,45549.49,2022-04-01 01:00:00,45549.49,45549.49,True,signal,45549.49,44727.3176,0,0,9954.491383441775
2022-04-01 01:10:00,45405.76,45436.99,45309.26,45382.08,147.2760587,45516.434590824225,45576.52450415926,-60.08991333503218,-30.52098696649125,-29.56892636854093,0,9968.82439155566,31.456315532802986,short,0.21885699250541904,45549.49,2022-04-01 01:00:00,45549.49,45549.49,False,,,46460.4798,0,0,9949.29991971647
2022-04-01 01:20:00,45381.95,45390.23,45138.76,45154.75,155.7509453,45436.060237307734,45545.28194829561,-109.22171098787658,-56.754561640286354,-52.46714934759022,0,9968.82439155566,36.6673005243581,short,0.21885699250541904,45549.49,2022-04-01 01:00:00,45549.49,45405.76,False,,,46313.8752,0,0,9899.461429485322
2022-04-01 01:30:00,45154.76,45250.13,45028.95,45125.4,414.7283755,45367.02462901713,45514.1795817552,-147.15495273807028,-86.88802533954767,-60.26692739852261,0,9968.82439155566,86.38942065166317,short,0.21885699250541904,45549.49,2022-04-01 01:00:00,45549.49,45382.08,False,,,46289.721600000004,0,0,9893.026908356198
2022-04-01 01:40:00,45140.52,45240.34,45047.83,45134.99,187.273265,45315.46137812443,45486.09146458814,-170.63008646370872,-114.80204571426802,-55.8280407494407,0,9968.82439155566,89.50594422494147,short,0.21885699250541904,45549.49,2022-04-01 01:00:00,45549.49,45154.75,False,,,46057.845,0,0,9895.1293634713
2022-04-01 01:50:00,45134.98,45135.0,44877.04,44947.9,391.597644,45233.78107187456,45446.22543017421,-212.4443582996464,-147.3494832427275,-65.09487505691891,0,9968.82439155566,90.7184119634201,short,0.21885699250541904,45549.49,2022-04-01 01:00:00,45549.49,45125.4,False,,,46027.908,0,0,9854.112853827412
2022-04-01 02:00:00,44947.73,45057.68,44822.0,45017.44,250.6555565,45185.70527812466,45414.4635464576,-228.75826833293831,-174.48574493946444,-54.272523393473875,0,9968.82439155566,131.69938381005983,short,0.21885699250541904,45549.49,2022-04-01 01:00:00,45549.49,45125.4,False,,,46027.908,0,0,9869.358393838294
