short_window,long_window,signal_window,strategy_type,trailing_stop,total_return,win_rate,profit_factor,max_drawdown,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,total_trades
8,26,5,reversal,0.02,0.11709478811655172,0.3311870562984976,1.0048770415745756,0.5089120975916418,0.5369936153812911,0.7429074774033132,0.2307562907363558,1.0075350369669218,6057
8,26,5,reversal,0.03,0.07770283568723699,0.3311870562984976,1.0033226268072906,0.5114064574682597,0.49256888084835154,0.6809808267644322,0.1523727622201757,1.0069042834382036,6057
8,21,5,reversal,0.02,0.06080270579570988,0.33868149324861,1.0029283170618382,0.4551480152919797,0.4717175140929329,0.6522842017597119,0.13396683374460439,1.0066154269304384,6295
8,21,5,reversal,0.03,0.0382193681032486,0.33868149324861,1.0018789224068942,0.4536958224543884,0.4455738422262902,0.6158052909976416,0.08447587873043703,1.0062436885365453,6295
12,21,5,reversal,0.02,-0.029347901879468372,0.3337018610650451,0.9986441612246842,0.5817804028248955,0.3588424198585357,0.48509911949485696,-0.05058150762803522,1.0050322424592344,5427
8,26,5,buy_sell,0.03,0.030811168857678057,0.32859973579920737,1.0031916532142886,0.3928855710558612,0.33484764092572916,0.33073500442750203,0.07864149670134095,1.0067467756265813,3028
12,21,5,reversal,0.03,-0.05023377437911804,0.3337018610650451,0.9976499725919026,0.5821096777883469,0.33340393981898714,0.45092109758658394,-0.08652706845195779,1.0046683879050315,5427
8,21,5,buy_sell,0.03,0.012682305396766605,0.3374642516682555,1.001388573914104,0.34942839488022165,0.3037135386510557,0.3001750275895065,0.03639477413843894,1.0061086213219745,3147
8,26,5,buy_sell,0.02,0.011190641065619457,0.32859973579920737,1.0011588435771164,0.40569870060564267,0.29931863482616816,0.2956564689011563,0.02765982839629917,1.0060374115034534,3028
8,21,9,reversal,0.02,-0.08041274374509522,0.34186837367473494,0.9964225864542258,0.6170161774827463,0.2897244961028266,0.3906838690820773,-0.13066837813585205,1.004059505796322,4999
8,21,5,buy_sell,0.02,-0.012967370306275006,0.3374642516682555,0.9985849238504394,0.3745344296718715,0.25671800969038416,0.25362617382024827,-0.034717134931840817,1.0051684437398656,3147
8,21,9,reversal,0.03,-0.12046063770289839,0.3416683336667333,0.9945717506932762,0.6291625231164567,0.23601570099131317,0.3183987010191504,-0.19195474886777325,1.0033004749836114,4999
12,21,5,buy_sell,0.03,-0.02991870061656409,0.3309988942130483,0.996710911544718,0.40858472114579325,0.2243902420626956,0.21848673682578937,-0.0734233266623154,1.0044770313821596,2713
8,21,9,buy_sell,0.03,-0.06453207206854696,0.34093637454981995,0.9928916548335492,0.44567216539464516,0.15832161065342878,0.15373600651450092,-0.14518181704865493,1.0031577564165977,2499
12,21,5,buy_sell,0.02,-0.07227771829375906,0.3309988942130483,0.9918655710290561,0.4193109995434775,0.14125935493167271,0.13726886683051778,-0.17282854132617434,1.002822632195245,2713
8,21,5,reversal,0.01,-0.17874813717039106,0.3377283558379666,0.9885948069529091,0.4495812399921393,0.10875571890591343,0.14793965271352674,-0.3985760560644345,1.001511599197172,6295
8,21,9,buy_sell,0.02,-0.09848586172057767,0.34093637454981995,0.9889064418822208,0.45339182244799575,0.0881942470681969,0.08542379869258702,-0.21778647537776938,1.0017628128891778,2499
8,34,5,reversal,0.02,-0.24939826069841284,0.3263662840500257,0.9863760381692217,0.5639554160116325,0.033535715685737946,0.045841628055574964,-0.443279014349171,1.0004689813450767,5837
8,26,5,reversal,0.01,-0.2255699981991571,0.3300313686643553,0.986547630617837,0.5165972460103726,0.028470156024023415,0.03865970080182037,-0.4376981713320293,1.000396075887236,6057
8,34,5,reversal,0.03,-0.25951695420692383,0.3263662840500257,0.9855370940484567,0.5579552470054064,0.01879566103441933,0.025696731343133265,-0.46621644342818586,1.0002625695289027,5837
8,34,5,buy_sell,0.03,-0.14436751542071125,0.32248115147361206,0.9827576667353684,0.4010797060759045,-0.002876618389318323,-0.0028349887816025957,-0.3608607790846871,0.9999427649780352,2918
8,34,5,buy_sell,0.02,-0.1557990725988244,0.32248115147361206,0.9814158175041697,0.41194210013359145,-0.030366132559421694,-0.029924409979090832,-0.37915954097633287,0.9993951348600445,2918
16,26,5,buy_sell,0.03,-0.20556572568766304,0.3225126475548061,0.9722840748891151,0.45120158955408246,-0.1344611737403633,-0.13078165638011785,-0.456708979513666,0.997323269961852,2372
12,34,5,buy_sell,0.03,-0.21014615040777654,0.322280630812778,0.972243446972872,0.4447160933095985,-0.14298026182421492,-0.13924204618855238,-0.4736907202947598,0.9971467651017663,2473
8,21,5,buy_sell,0.01,-0.19716538232937428,0.33555767397521447,0.9733813691894253,0.43765342684754543,-0.16185765265785626,-0.15721128816174315,-0.45161213423560387,0.9968028002141726,3147
12,34,5,reversal,0.03,-0.36299935933370664,0.3228219122700627,0.9776039685472961,0.6259419019681828,-0.17202579083269512,-0.2337424720942891,-0.5811850802039167,0.9976004120246591,4947
16,26,5,reversal,0.02,-0.3679120747042656,0.32413066385669126,0.976168482800416,0.6622306709343481,-0.18826585549974453,-0.25453800025517465,-0.5567669554172743,0.9973684347935438,4745
12,34,5,reversal,0.02,-0.369626480065115,0.3226197695573075,0.9772442503084121,0.6274108154803414,-0.19049358587142642,-0.2583069081900629,-0.5904027935653444,0.9973368104131265,4947
16,26,5,reversal,0.03,-0.3742029808666658,0.3243414120126449,0.9757355041106133,0.6674938051168983,-0.19511367478413585,-0.2641855190547499,-0.5618154194160195,0.9972792253061176,4745
8,26,9,buy_sell,0.03,-0.23594822832164064,0.3359865940511102,0.9695069588761216,0.5082744772394048,-0.20475173552954895,-0.19830267396417756,-0.46532518178627874,0.9959295808738075,2387
8,26,5,buy_sell,0.01,-0.2160279373405766,0.32694848084544254,0.9716457715246967,0.4177170074833732,-0.21001368457435385,-0.20373778098085152,-0.5184178444529488,0.995844458004962,3028
12,21,9,buy_sell,0.03,-0.24769057349886206,0.33472803347280333,0.9640261882271902,0.46197141102866657,-0.23297164648937985,-0.22435091148835373,-0.5374327503329321,0.9953753622945472,2151
