period,train_start,train_end,test_start,test_end,short_window,long_window,signal_window,strategy_type,trailing_stop,train_return,train_sharpe,test_return,test_sharpe,test_win_rate,test_max_drawdown,test_trades
8,2023-07-01,2024-07-01,2024-07-01,2025-01-01,8,21,13,buy_sell,0.01,0.6723529060090677,1.8311511721983438,0.252890479043334,1.4753695474022552,0.357773851590106,0.15113296246696,1132
