short_window,long_window,signal_window,strategy_type,trailing_stop,total_return,win_rate,profit_factor,max_drawdown,sharpe_ratio,sortino_ratio,calmar_ratio,omega_ratio,total_trades
8,21,13,buy_sell,0.01,0.39289040349707904,0.34174311926605505,1.077684449320691,0.2947985087125095,1.1071092579398523,1.0286173844106128,1.3370456061321863,1.0238439031929267,2180
8,21,9,buy_sell,0.01,0.37014525520571695,0.34641300039635353,1.0711514175738104,0.2818459710490291,1.0527347669374336,0.9906415978751272,1.3174967732999248,1.0226414378496151,2523
8,21,9,buy_sell,0.02,0.35624738700456837,0.3468093539437178,1.0691599848393842,0.2976060957006182,1.005760517949816,0.942711464195893,1.2008599499720622,1.021538846041104,2523
8,21,9,buy_sell,0.03,0.353713950553924,0.3468093539437178,1.0687186612617148,0.29588255993933527,1.0002675649219044,0.9373959828567269,1.199262044298237,1.0214120797323152,2523
8,21,13,buy_sell,0.02,0.33333947038498607,0.33990825688073395,1.0674181891185466,0.3034996659897436,0.9628680344461699,0.8923928274725219,1.1017926100018256,1.0205610777031433,2180
12,21,5,buy_sell,0.01,0.3134911288745183,0.3352538710839035,1.0588012128697306,0.32156345488550525,0.9349250340758679,0.886260819186517,0.9779578100139492,1.0200119615347187,2777
8,21,13,buy_sell,0.03,0.3055918767132274,0.3394495412844037,1.062454828222704,0.31709682623098817,0.9051219649955645,0.8385098576572065,0.966735214015239,1.0193058616541046,2180
12,21,9,buy_sell,0.01,0.2918061613300488,0.34392523364485983,1.0603939627781978,0.2938121508448897,0.8977740166215593,0.8307459704338318,0.9962663217288914,1.019323859171863,2140
12,21,5,buy_sell,0.03,0.2867845521917006,0.3359740727403673,1.0551711609190924,0.339215024183224,0.8642600863233763,0.8155466300398254,0.8480645291748523,1.0184399954708883,2777
12,21,5,buy_sell,0.02,0.28538520157988806,0.3359740727403673,1.054832342630863,0.34056253370860323,0.8616147482064903,0.8131990077205693,0.840585901884265,1.0183867892775826,2777
12,21,9,buy_sell,0.02,0.27535389002020366,0.3425233644859813,1.056794871835538,0.3094454807153115,0.8427035215708301,0.7790316600101912,0.8925848966290123,1.0179789425712356,2140
8,21,5,buy_sell,0.01,0.25538456532039344,0.3342507645259939,1.044522045834757,0.3172789030192956,0.8122183318670732,0.7777406457286272,0.8073944506096024,1.0172622250250571,3270
