period,train_start,train_end,test_start,test_end,short_window,long_window,signal_window,strategy_type,trailing_stop,train_return,train_sharpe,test_return,test_sharpe,test_win_rate,test_max_drawdown,test_trades
3,2021-01-01,2022-01-01,2022-01-01,2022-07-01,8,26,5,buy_sell,0.02,0.9863605004951234,1.400949389975859,-0.3698230259352516,-1.6635068502225503,0.3300844704353476,0.4115198167592802,1539
