period,train_start,train_end,test_start,test_end,short_window,long_window,signal_window,strategy_type,trailing_stop,train_return,train_sharpe,test_return,test_sharpe,test_win_rate,test_max_drawdown,test_trades
3,2020-07-01,2021-07-01,2021-07-01,2021-10-01,16,26,13,buy_sell,0.01,2.3662383196091783,2.700765583568287,-0.1084922024019459,-0.8050528861461168,0.3220338983050847,0.27779258665000023,413
