timestamp,open,high,low,close,volume,ema_short,ema_long,macd,macd_signal,macd_hist,signal,cash,unrealized_pnl,position_type,position_size,position_entry,position_entry_time,highest_price,lowest_price,exit_triggered,exit_reason,exit_price,trailing_stop_level,stop_loss_level,take_profit_level,benchmark_value
2021-07-01 00:10:00,34847.54,34876.48,34716.24,34808.56,244.0913618,34841.912941176466,34843.56,-1.6470588235315518,-0.23529411764736452,-1.4117647058841873,0,10000.0,0.0,none,0.0,0.0,,0.0,0.0,False,,,0.0,0,0,9989.152382056547
2021-07-01 00:20:00,34808.56,34869.43,34700.12,34805.24,159.64517560000002,34837.59847750865,34840.72148148148,-3.123003972832521,-0.6478240969595297,-2.4751798758729913,-1,10000.0,0.0,none,0.0,0.0,,0.0,0.0,False,,,0.0,0,0,9988.19962831125
2021-07-01 00:30:00,34805.24,34846.39,34781.69,34811.09,63.4664757,34834.479833095866,34838.526556927296,-4.046723831430427,-1.1333812018839435,-2.9133426295464835,0,10000.0,0.0,none,0.0,0.0,,0.0,0.0,False,,,0.0,0,0,9989.878426326308
2021-07-01 00:40:00,34811.08,34843.15,34750.0,34834.16,44.8551796,34834.44220567282,34838.20310826602,-3.7609025931960787,-1.50874140064282,-2.2521611925532588,0,10000.0,0.0,none,0.0,0.0,,0.0,0.0,False,,,0.0,0,0,9996.49891696005
2021-07-01 00:50:00,34834.15,34854.6,34731.07,34731.08,37.79584944,34822.2819461819,34830.268063209274,-7.986117027372529,-2.434080775889921,-5.552036251482608,0,10000.0,0.0,none,0.0,0.0,,0.0,0.0,False,,,0.0,0,0,9966.917635012667
2021-07-01 01:00:00,34731.07,34837.78,34722.26,34814.34,28.91297411,34821.34759957226,34829.08820667525,-7.740607102990907,-3.1921559654757763,-4.548451137515131,0,10000.0,0.0,none,0.0,0.0,,0.0,0.0,False,,,0.0,0,0,9990.811091890228
2021-07-01 01:10:00,34814.34,34898.57,34755.9,34872.63,51.4384517,34827.380823151994,34832.313524699304,-4.932701547309989,-3.4408053343092355,-1.4918962130007536,0,10000.0,0.0,none,0.0,0.0,,0.0,0.0,False,,,0.0,0,0,10007.53880749668
2021-07-01 01:20:00,34872.63,34949.68,34872.62,34890.25,33.36971034,34834.777196898816,34836.60511546232,-1.827918563503772,-3.2103929384798837,1.3824743749761117,0,10000.0,0.0,none,0.0,0.0,,0.0,0.0,False,,,0.0,0,0,10012.595289723231
2021-07-01 01:30:00,34887.55,35000.0,34841.72,34919.76,37.0877847,34844.77517373425,34842.76473653919,2.01043719505833,-2.464560062260139,4.474997257318469,1,10000.0,0.0,long,0.2866352036758098,34887.55,2021-07-01 01:30:00,34887.55,34887.55,False,,,0.0,0,0,10021.063893043636
2021-07-01 01:40:00,34918.2,34986.98,34878.52,34966.89,40.162578,34859.14162388316,34851.95920049925,7.1824233839070075,-1.086419569950547,8.268842953857554,0,10000.0,8.785368992661901,long,0.2866352036758098,34887.55,2021-07-01 01:30:00,34887.55,34887.55,False,,,34538.6745,0,0,10034.588978590591
2021-07-01 01:50:00,34966.89,35034.18,34946.31,34949.95,36.6654388,34869.82496224985,34859.21777824005,10.60718400980113,0.5840952271568355,10.023088782644296,0,10000.0,22.74163705963775,long,0.2866352036758098,34887.55,2021-07-01 01:30:00,34919.76,34887.55,False,,,34570.5624,0,0,10029.727638697414
2021-07-01 02:00:00,34949.96,34985.67,34769.01,34780.01,39.5124657,34859.258496102804,34853.35053540745,5.907960695352813,1.344647436899118,4.563313258453695,0,10000.0,17.888903061406204,long,0.2866352036758098,34887.55,2021-07-01 01:30:00,34966.89,34887.55,False,,,34617.2211,0,0,9980.959273795026
2021-07-01 02:10:00,34780.01,34797.41,34473.79,34525.13,138.888812,34819.94926126718,34829.03790315505,-9.088641887865379,-0.14582246663866716,-8.942819421226712,0,10000.0,-30.824749803296836,long,0.2866352036758098,34887.55,2021-07-01 01:30:00,34966.89,34887.55,False,,,34617.2211,0,0,9907.815335662031
2021-07-01 02:20:00,34525.14,34574.8,34435.55,34495.19,81.4594134,34781.742289353395,34804.30842884727,-22.56613949387247,-3.348724899100639,-19.21741459477183,-1,10000.0,-103.87946416415123,long,0.2866352036758098,34887.55,2021-07-01 01:30:00,34966.89,34887.55,True,trailing_stop,34617.2211,34617.2211,0,0,9899.223333513171
2021-07-01 02:30:00,34495.19,34495.19,34254.62,34365.06,126.3597615,34732.72084354711,34771.771508191916,-39.05066464480478,-8.449002005629803,-30.601662639174982,0,9896.12053583585,0.0,none,0.0,0.0,,0.0,0.0,False,,,0.0,0,0,9861.879404333766
2021-07-01 02:40:00,34365.06,34382.45,34250.0,34308.24,175.4336903,34682.78192077686,34737.43584091844,-54.653920141579874,-15.049704596479813,-39.60421554510006,0,9896.12053583585,0.0,none,0.0,0.0,,0.0,0.0,False,,,0.0,0,0,9845.573540536228
2021-07-01 02:50:00,34312.01,34369.9,34284.48,34317.45,51.0352919,34639.801694803115,34706.32577862819,-66.52408382507565,-22.403187343422076,-44.120896481653574,0,9896.12053583585,0.0,none,0.0,0.0,,0.0,0.0,False,,,0.0,0,0,9848.21657125737
2021-07-01 03:00:00,34310.3,34381.06,34304.38,34377.47,50.6985834,34608.93914247333,34681.9660913224,-73.02694884906668,-29.635153272799876,-43.39179557626681,0,9896.12053583585,0.0,none,0.0,0.0,,0.0,0.0,False,,,0.0,0,0,9865.440751917848
2021-07-01 03:10:00,34377.67,34416.89,34151.0,34345.18,101.6889932,34577.90865512353,34657.01897344667,-79.11031832313893,-36.70303399427688,-42.40728432886205,0,9896.12053583585,0.0,none,0.0,0.0,,0.0,0.0,False,,,0.0,0,0,9856.174360822766
2021-07-01 03:20:00,34342.66,34357.35,34243.24,34243.24,52.9643935,34538.53587216782,34626.36867911729,-87.83280694946734,-44.0072872735898,-43.82551967587754,0,9896.12053583585,0.0,none,0.0,0.0,,0.0,0.0,False,,,0.0,0,0,9826.920229257805
2021-07-01 03:30:00,34243.24,34343.68,34184.79,34292.25,25.147767,34509.56106367749,34601.61914733082,-92.0580836533336,-50.87168675641035,-41.18639689692325,0,9896.12053583585,0.0,none,0.0,0.0,,0.0,0.0,False,,,0.0,0,0,9840.984825961736
2021-07-01 03:40:00,34293.25,34306.58,34181.64,34224.77,32.4522308,34476.05623265661,34573.70439567669,-97.64816302007966,-57.55404050836311,-40.094122511716556,0,9896.12053583585,0.0,none,0.0,0.0,,0.0,0.0,False,,,0.0,0,0,9821.619819114536
2021-07-01 03:50:00,34219.52,34259.0,34131.07,34133.29,39.2803254,34435.73079352053,34541.081107108046,-105.35031358751439,-64.38207951967044,-40.96823406784395,0,9896.12053583585,0.0,none,0.0,0.0,,0.0,0.0,False,,,0.0,0,0,9795.367435795302
2021-07-01 04:00:00,34131.07,34244.9,34079.0,34185.59,141.293703,34406.302464871056,34514.74843250745,-108.44596763639129,-70.676920679202,-37.76904695718929,0,9896.12053583585,0.0,none,0.0,0.0,,0.0,0.0,False,,,0.0,0,0,9810.376177023942
2021-07-01 04:10:00,34185.59,34320.73,34165.92,34278.01,45.0868669,34391.20923370976,34497.21225232171,-106.00301861195476,-75.72350609816668,-30.279512513788077,0,9896.12053583585,0.0,none,0.0,0.0,,0.0,0.0,False,,,0.0,0,0,9836.898315921664
2021-07-01 04:20:00,34278.0,34301.38,34150.07,34209.94,35.426819900000005,34369.88344150861,34475.932826223805,-106.04938471519563,-80.05577447202796,-25.993610243167666,0,9896.12053583585,0.0,none,0.0,0.0,,0.0,0.0,False,,,0.0,0,0,9817.36399440286
2021-07-01 04:30:00,34209.94,34257.73,34138.23,34257.73,35.54472658,34356.68891897818,34459.76965391093,-103.08073493275151,-83.34505453784561,-19.7356803949059,0,9896.12053583585,0.0,none,0.0,0.0,,0.0,0.0,False,,,0.0,0,0,9831.078482802795
2021-07-01 04:40:00,34257.73,34298.4,34225.65,34266.64,36.5212163,34346.09492851016,34445.46375362123,-99.36882511107251,-85.63416461973517,-13.734660491337337,0,9896.12053583585,0.0,none,0.0,0.0,,0.0,0.0,False,,,0.0,0,0,9833.635421318037
2021-07-01 04:50:00,34266.65,34346.44,34250.0,34338.21,46.31322586,34345.16728986191,34437.51903113077,-92.35174126885977,-86.59381842675297,-5.757922842106794,0,9896.12053583585,0.0,none,0.0,0.0,,0.0,0.0,False,,,0.0,0,0,9854.17415190568
