period,train_start,train_end,test_start,test_end,short_window,long_window,signal_window,strategy_type,trailing_stop,train_return,train_sharpe,test_return,test_sharpe,test_win_rate,test_max_drawdown,test_trades
2,2020-04-01,2021-04-01,2021-04-01,2021-07-01,12,34,13,buy_sell,0.01,4.2250470963980415,3.8365655703508814,-0.1608370069517616,-0.9156566843281722,0.31220657276995306,0.3170691802603909,426
