period,train_start,train_end,test_start,test_end,short_window,long_window,signal_window,strategy_type,trailing_stop,train_return,train_sharpe,test_return,test_sharpe,test_win_rate,test_max_drawdown,test_trades
1,2020-01-01,2021-01-01,2021-01-01,2021-04-01,16,26,13,buy_sell,0.01,1.702664198304549,2.598963525607673,0.9893052571611497,4.728762462528509,0.3958333333333333,0.16373503849193718,384
