period,train_start,train_end,test_start,test_end,short_window,long_window,signal_window,strategy_type,trailing_stop,train_return,train_sharpe,test_return,test_sharpe,test_win_rate,test_max_drawdown,test_trades
7,2023-01-01,2024-01-01,2024-01-01,2024-07-01,16,26,13,buy_sell,0.01,1.1232952626352108,2.7333000171335673,0.1297401352855497,0.9009548883387704,0.36550060313630883,0.21486734619647768,829
