period,train_start,train_end,test_start,test_end,short_window,long_window,signal_window,strategy_type,trailing_stop,train_return,train_sharpe,test_return,test_sharpe,test_win_rate,test_max_drawdown,test_trades
4,2021-07-01,2022-07-01,2022-07-01,2023-01-01,8,21,5,reversal,0.01,0.1382150031059371,0.4872696290034456,-0.3156904846085001,-1.1383269997541658,0.3250820161049806,0.45450059697682565,3353
