total_return,annualized_return,max_drawdown,sharpe_ratio,win_rate,loss_rate,avg_trade_duration_hours,profit_factor,expectancy
,,-100.0,0,20.570079883805374,43.70007262164125,8.289609053497943,0.0,-inf
