entry_time,entry_price,exit_time,exit_price,position,pnl,pnl_pct,exit_reason,duration
2020-01-01 00:20:00,128.36,2020-01-01 00:40:00,128.46,-70.11530071673418,-7.01153007167302,-0.0007790588968525577,signal,0.3333333333333333
2020-01-01 00:40:00,128.46,2020-01-01 00:50:00,128.29,133.11536665109762,-22.629612330688712,-0.0013233691421455386,signal,0.16666666666666666
2020-01-01 00:50:00,128.29,2020-01-01 01:10:00,128.44,-76.51656697376652,-11.477485046065413,-0.0011692259724063114,signal,0.3333333333333333
2020-01-01 01:10:00,128.44,2020-01-01 03:30:00,129.98,264.8756077960521,407.90843600591813,0.011990034257240673,signal,2.3333333333333335
2020-01-01 03:30:00,129.98,2020-01-01 06:40:00,130.21,-94.22273720904761,-21.671229558082665,-0.0017695030004617495,signal,3.1666666666666665
2020-01-01 06:40:00,130.21,2020-01-01 06:50:00,130.08,416.67394192319,-54.167612450012804,-0.0009983872206435409,signal,0.16666666666666666
2020-01-01 06:50:00,130.08,2020-01-01 09:30:00,130.11,-126.59424775963201,-3.7978274327891044,-0.00023062730627307145,signal,2.6666666666666665
2020-01-01 09:30:00,130.11,2020-01-01 14:10:00,131.11,615.393691884715,615.393691884715,0.007685804319422027,signal,4.666666666666667
2020-01-01 14:10:00,131.11,2020-01-01 14:20:00,131.5,-174.13581834732037,-67.91296915545257,-0.0029746014796734523,signal,0.16666666666666666
2020-01-01 14:20:00,131.5,2020-01-01 15:30:00,131.4,882.0885157519933,-88.20885157519432,-0.0007604562737642154,signal,1.1666666666666667
2020-01-01 15:30:00,131.4,2020-01-01 16:50:00,132.1,-245.11748922027468,-171.5822424541895,-0.0053272450532723635,signal,1.3333333333333333
2020-01-01 16:50:00,132.1,2020-01-01 17:50:00,132.05,1252.928237937657,-62.64641189686149,-0.00037850113550327744,signal,1.0
2020-01-01 17:50:00,132.05,2020-01-01 21:00:00,131.81,-346.0295366645582,83.0470887994971,0.0018174933737221436,signal,3.1666666666666665
2020-01-01 21:00:00,131.81,2020-01-01 21:50:00,131.56,1788.3418332384128,-447.0854583096032,-0.0018966694484485243,signal,0.8333333333333334
2020-01-01 21:50:00,131.56,2020-01-02 00:00:00,130.26,-491.1923959326191,638.5501147124104,0.009881422924901273,signal,2.1666666666666665
2020-01-02 00:00:00,130.26,2020-01-02 02:10:00,129.18,2568.150180252282,-2773.6021946724236,-0.008291110087517152,signal,2.1666666666666665
2020-01-02 02:10:00,129.18,2020-01-02 04:20:00,129.09,-704.7311781446884,63.425806033024365,0.0006967022758941276,signal,2.1666666666666665
2020-01-02 04:20:00,129.09,2020-01-02 07:30:00,128.56,3652.869363100778,-1936.0207624434165,-0.004105662715934628,signal,3.1666666666666665
2020-01-02 07:30:00,128.56,2020-01-02 07:40:00,128.78,-1003.6657095231487,-220.8064560950916,-0.0017112632233976265,signal,0.16666666666666666
2020-01-02 07:40:00,128.78,2020-01-02 11:10:00,129.32,5185.673223009589,2800.2635404251364,0.0041931977015063834,signal,3.5
2020-01-02 11:10:00,129.32,2020-01-02 12:20:00,129.47,-1415.9291898474285,-212.3893784771223,-0.0011599133931333566,signal,1.1666666666666667
2020-01-02 12:20:00,129.47,2020-01-02 12:40:00,129.25,7348.847334970819,-1616.7464136935719,-0.0016992353440951483,signal,0.3333333333333333
2020-01-02 12:40:00,129.25,2020-01-02 13:00:00,129.54,-2012.6409550054866,-583.6658769515751,-0.0022437137330753735,signal,0.3333333333333333
2020-01-02 13:00:00,129.54,2020-01-02 13:40:00,128.8,10414.613005758476,-7706.813624261071,-0.005712521228963877,signal,0.6666666666666666
2020-01-02 13:40:00,128.8,2020-01-02 15:10:00,129.27,-2869.2286898824923,-1348.5374842447682,-0.0036490683229813575,signal,1.5
2020-01-02 15:10:00,129.27,2020-01-02 16:10:00,128.78,14770.786606448257,-7237.68543715978,-0.0037905159743173906,signal,1.0
2020-01-02 16:10:00,128.78,2020-01-02 18:50:00,127.15,-4074.8301904686728,6641.973210463918,0.012657244913806456,signal,2.6666666666666665
2020-01-02 18:50:00,127.15,2020-01-02 23:30:00,126.77,21305.55493452475,-8096.110875119611,-0.0029885961462839923,signal,4.666666666666667
2020-01-02 23:30:00,126.77,2020-01-03 00:30:00,126.99,-5815.282194831308,-1279.3620828628812,-0.001735426362704101,signal,1.0
2020-01-03 00:30:00,126.99,2020-01-03 01:20:00,126.55,30171.674891238563,-13275.5369521449,-0.003464839751161491,signal,0.8333333333333334
2020-01-03 01:20:00,126.55,2020-01-03 02:50:00,126.37,-8279.608982799711,1490.3296169038867,0.0014223627024890764,signal,1.5
2020-01-03 02:50:00,126.37,2020-01-03 07:20:00,129.03,42946.85046772884,114238.62224415856,0.02104929967555588,signal,4.5
2020-01-03 07:20:00,129.03,2020-01-03 08:40:00,132.4477,-11504.178236080357,-39317.829957451795,-0.02648763853367431,stop_loss,1.3333333333333333
2020-01-03 08:50:00,132.2,2020-01-03 10:40:00,131.48,69432.30318511126,-49991.25829328003,-0.005446293494704984,signal,1.8333333333333333
2020-01-03 10:40:00,131.48,2020-01-03 14:00:00,133.44,-6981.252267319525,-13683.254443946325,-0.014907210222087072,signal,3.3333333333333335
2020-01-03 14:00:00,133.44,2020-01-03 14:10:00,131.65,74640.76657602076,-133606.97217107657,-0.013414268585131835,signal,0.16666666666666666
2020-01-03 14:10:00,131.65,2020-01-03 16:10:00,132.72,-13934.11972264661,-14909.508103231778,-0.008127611090011342,signal,2.0
2020-01-03 16:10:00,132.72,2020-01-03 19:00:00,133.31,92896.49084225459,54808.929596930524,0.004445449065702256,signal,2.8333333333333335
2020-01-03 19:00:00,133.31,2020-01-03 23:20:00,133.2,-21733.740597772827,2390.7114657553075,0.0008251444002701496,signal,4.333333333333333
2020-01-03 23:20:00,133.2,2020-01-04 01:10:00,133.31,125004.09532306418,13750.450485538764,0.0008258258258259283,signal,1.8333333333333333
2020-01-04 01:10:00,133.31,2020-01-04 03:10:00,133.32,-32034.32130045923,-320.34321300430094,-7.501312729720879e-05,signal,2.0
2020-01-04 03:10:00,133.32,2020-01-04 07:40:00,133.73,173355.89229401393,71075.91584054512,0.00307530753075305,signal,4.5
2020-01-04 07:40:00,133.73,2020-01-04 10:10:00,133.88,-46024.9375627256,-6903.740634409101,-0.001121663052419096,signal,2.5
2020-01-04 10:10:00,133.88,2020-01-04 10:50:00,133.59,243194.90169801982,-70526.52149242381,-0.002166118912458859,signal,0.6666666666666666
2020-01-04 10:50:00,133.59,2020-01-04 14:50:00,132.91,-65884.64795823809,44801.56061160235,0.005090201362377474,signal,4.0
2020-01-04 14:50:00,132.91,2020-01-04 19:00:00,133.19,345816.51836176787,96828.6251412954,0.0021066887367391556,signal,4.166666666666667
2020-01-04 19:00:00,133.19,2020-01-04 21:40:00,134.25,-93680.47938781248,-99301.30815108144,-0.007958555447105655,signal,2.6666666666666665
2020-01-04 21:40:00,134.25,2020-01-04 22:10:00,133.71,485364.9733102621,-262097.08558753767,-0.004022346368715024,signal,0.5
2020-01-04 22:10:00,133.71,2020-01-04 22:50:00,134.4,-133385.45126559498,-92035.96137326023,-0.005160421808391278,signal,0.6666666666666666
2020-01-04 22:50:00,134.4,2020-01-04 23:40:00,133.99,686717.0835696188,-281554.00426354137,-0.0030505952380952125,signal,0.8333333333333334
2020-01-04 23:40:00,133.99,2020-01-05 00:10:00,134.9,-189296.08021689716,-172259.43299737576,-0.006791551608328954,signal,0.5
2020-01-05 00:10:00,134.9,2020-01-05 03:00:00,135.75,971112.5665117998,825445.6815350243,0.0063009636767975856,signal,2.8333333333333335
2020-01-05 03:00:00,135.75,2020-01-05 03:10:00,135.91,-265802.91433795687,-42528.46629407219,-0.001178637200736623,signal,0.16666666666666666
2020-01-05 03:10:00,135.91,2020-01-05 03:20:00,135.67,1377403.3882289506,-330576.81317496067,-0.001765874475756082,signal,0.16666666666666666
2020-01-05 03:20:00,135.67,2020-01-05 04:00:00,136.23,-377629.80856728996,-211472.69279768324,-0.0041276627109899195,signal,0.6666666666666666
2020-01-05 04:00:00,136.23,2020-01-05 04:10:00,135.82,1949114.3988602774,-799136.9035327071,-0.0030096160904352683,signal,0.16666666666666666
2020-01-05 04:10:00,135.82,2020-01-05 11:50:00,135.18,-536392.6034065917,343291.2661802114,0.00471211898100417,signal,7.666666666666667
2020-01-05 11:50:00,135.18,2020-01-05 17:20:00,137.12,2786479.126629537,5405769.505661296,0.014351235389850552,signal,5.5
2020-01-05 17:20:00,137.12,2020-01-05 17:50:00,138.28,-750628.8050571093,-870729.4138662443,-0.0084597432905484,signal,0.5
2020-01-05 17:50:00,138.28,2020-01-05 18:20:00,137.47,3901024.2795994836,-3159829.666475591,-0.005857680069424373,signal,0.5
2020-01-05 18:20:00,137.47,2020-01-06 00:00:00,135.27,-1071947.477888041,2358284.451353678,0.016003491670909933,signal,5.666666666666667
2020-01-06 00:00:00,135.27,2020-01-06 04:50:00,139.5,5637847.301965683,23848094.08731478,0.03127079174983359,signal,4.833333333333333
2020-01-06 04:50:00,139.5,2020-01-06 09:00:00,140.53,-1482188.2598868355,-1526653.907683442,-0.007383512544802876,signal,4.166666666666667
2020-01-06 09:00:00,140.53,2020-01-06 11:50:00,141.19,7832389.717816816,5169377.213759071,0.00469650608411013,signal,2.8333333333333335
2020-01-06 11:50:00,141.19,2020-01-06 17:20:00,141.13,-2107311.4048458603,126438.68429075641,0.00042495927473618723,signal,5.5
2020-01-06 17:20:00,141.13,2020-01-06 19:00:00,140.95,11057741.505052477,-1990393.4709095212,-0.0012754198256926723,signal,1.6666666666666667
2020-01-06 19:00:00,140.95,2020-01-06 20:00:00,141.22,-3006188.5673651095,-811670.9131886103,-0.0019155728981909207,signal,1.0
2020-01-06 20:00:00,141.22,2020-01-06 22:10:00,141.79,15633777.991124803,8911253.45494103,0.004036255487891186,signal,2.1666666666666665
2020-01-06 22:10:00,141.79,2020-01-06 22:20:00,142.32,-4251786.214300268,-2253446.693579147,-0.0037379222794273305,signal,0.16666666666666666
2020-01-06 22:20:00,142.32,2020-01-07 01:00:00,143.56,22066311.840529326,27362226.682256564,0.008712759977515522,signal,2.6666666666666665
2020-01-07 01:00:00,143.56,2020-01-07 06:20:00,143.12,-5981126.655974548,2631695.7286287877,0.003064920590693771,signal,5.333333333333333
2020-01-07 06:20:00,143.12,2020-01-07 10:00:00,142.51,31319814.045793686,-19105086.567934576,-0.004262157629960967,signal,3.6666666666666665
2020-01-07 10:00:00,142.51,2020-01-07 11:10:00,142.91,-8551442.99295607,-3420577.1971824765,-0.0028068205739948475,signal,1.1666666666666667
2020-01-07 11:10:00,142.91,2020-01-07 12:10:00,142.0,44311200.73794118,-40323192.67152633,-0.006367643971730436,signal,1.0
2020-01-07 12:10:00,142.0,2020-01-07 14:30:00,141.32,-12205136.732795307,8299492.978300893,0.004788732394366245,signal,2.3333333333333335
2020-01-07 14:30:00,141.32,2020-01-07 15:30:00,140.27,63373318.31883002,-66541984.23477044,-0.007429946221341516,signal,1.0
2020-01-07 15:30:00,140.27,2020-01-07 16:20:00,140.68,-17451619.485652484,-7155163.989117458,-0.002922934340913927,signal,0.8333333333333334
