entry_time,entry_price,exit_time,exit_price,position,pnl,pnl_pct,exit_reason,duration
2020-01-01 00:20:00,7154.66,2020-01-01 01:20:00,7167.62,-1.2579214106610237,-16.30266148216691,-0.0018114068313518793,signal,1.0
2020-01-01 01:20:00,7167.62,2020-01-01 03:50:00,7199.19,2.385729154168329,75.31746939709346,0.004404530374099032,signal,2.5
2020-01-01 03:50:00,7199.19,2020-01-01 06:40:00,7205.93,-1.3646913604633228,-9.19801976952374,-0.0009362164354601965,signal,2.8333333333333335
2020-01-01 06:40:00,7205.93,2020-01-01 06:50:00,7203.4,4.735636243148613,-11.981159695169092,-0.00035109971925909007,signal,0.16666666666666666
2020-01-01 06:50:00,7203.4,2020-01-01 07:30:00,7208.2,-1.7023835551201265,-8.171441064576918,-0.0006663520004442599,signal,0.6666666666666666
2020-01-01 07:30:00,7208.2,2020-01-01 07:40:00,7189.14,7.49160932470193,-142.79007372881497,-0.002644210759967744,signal,0.16666666666666666
2020-01-01 07:40:00,7189.14,2020-01-01 10:20:00,7184.87,-2.2873543791394866,9.767003198926606,0.0005939514322993344,signal,2.6666666666666665
2020-01-01 10:20:00,7184.87,2020-01-01 14:20:00,7199.86,11.095011610634277,166.31422404340537,0.0020863286322507966,signal,4.0
2020-01-01 14:20:00,7199.86,2020-01-01 14:30:00,7206.49,-3.161524123987538,-20.960904942037722,-0.0009208512387741025,signal,0.16666666666666666
2020-01-01 14:30:00,7206.49,2020-01-01 15:00:00,7199.03,15.977693206565153,-119.19359132097662,-0.0010351780131520388,signal,0.5
2020-01-01 15:00:00,7199.03,2020-01-01 15:40:00,7231.76,-4.447745240326188,-145.57470171587823,-0.0045464458406202606,signal,0.6666666666666666
2020-01-01 15:40:00,7231.76,2020-01-01 16:20:00,7201.61,22.727311352361966,-685.2284372737257,-0.00416910959434502,signal,0.6666666666666666
2020-01-01 16:20:00,7201.61,2020-01-01 17:00:00,7224.99,-6.301975477958248,-147.34018667466452,-0.0032464962695841777,signal,0.6666666666666666
2020-01-01 17:00:00,7224.99,2020-01-01 18:40:00,7210.4,32.3233958412276,-471.5983453235154,-0.002019379957619339,signal,1.6666666666666667
2020-01-01 18:40:00,7210.4,2020-01-01 21:10:00,7220.0,-8.922134694265964,-85.6524930649565,-0.001331410185287968,signal,2.5
2020-01-01 21:10:00,7220.0,2020-01-01 21:20:00,7208.22,45.981891417637925,-541.666680899763,-0.0016315789473683858,signal,0.16666666666666666
2020-01-01 21:20:00,7208.22,2020-01-01 22:00:00,7216.28,-12.648747797219674,-101.94890724558412,-0.0011181678694600734,signal,0.6666666666666666
2020-01-01 22:00:00,7216.28,2020-01-01 22:10:00,7193.52,65.34325835860908,-1487.2125602418973,-0.0031539796127643756,signal,0.16666666666666666
2020-01-01 22:10:00,7193.52,2020-01-02 00:40:00,7172.53,-17.97489129404168,377.2929682619473,0.002917903891280026,signal,2.5
2020-01-02 00:40:00,7172.53,2020-01-02 02:10:00,7130.54,93.23327170774014,-3914.8650790079882,-0.005854280149403319,signal,1.5
2020-01-02 02:10:00,7130.54,2020-01-02 05:00:00,7112.11,-25.650896871782383,472.7460293469568,0.002584656982500665,signal,2.8333333333333335
2020-01-02 05:00:00,7112.11,2020-01-02 05:10:00,7104.99,132.99038311567804,-946.8915277836131,-0.0010011093754174066,signal,0.16666666666666666
2020-01-02 05:10:00,7104.99,2020-01-02 05:20:00,7123.24,-36.42130720828312,-664.6888565511669,-0.0025686172675823613,signal,0.16666666666666666
2020-01-02 05:20:00,7123.24,2020-01-02 07:20:00,7085.93,188.40788076396925,-7029.498031303597,-0.005237785052869128,signal,2.0
2020-01-02 07:20:00,7085.93,2020-01-02 08:10:00,7102.68,-51.89176246164033,-869.1870212324756,-0.0023638393266656598,signal,0.8333333333333334
2020-01-02 08:10:00,7102.68,2020-01-02 11:40:00,7125.23,267.52904568547234,6032.779980207207,0.003174857940946132,signal,3.5
2020-01-02 11:40:00,7125.23,2020-01-02 15:10:00,7123.36,-73.22301810353744,136.92704385360702,0.00026244766835595355,signal,3.5
2020-01-02 15:10:00,7123.36,2020-01-02 15:30:00,7105.5,379.9996055240923,-6786.7929546601645,-0.0025072437726016477,signal,0.3333333333333333
2020-01-02 15:30:00,7105.5,2020-01-02 19:00:00,6955.01,-104.16183596014672,15675.314693642456,0.021179368095137537,signal,3.5
2020-01-02 19:00:00,6955.01,2020-01-03 00:40:00,6930.01,551.5894492796498,-13789.736231991244,-0.003594531136547611,signal,5.666666666666667
2020-01-03 00:40:00,6930.01,2020-01-03 02:40:00,6937.51,-149.4417703888606,-1120.8132779164544,-0.0010822495205634623,signal,2.0
2020-01-03 02:40:00,6937.51,2020-01-03 04:40:00,7041.7053,779.526226205942,81222.96899739552,0.015019120693159275,stop_loss,2.0
