entry_time,entry_price,exit_time,exit_price,size,type,pnl,pnl_pct,exit_reason
2020-01-01 00:20:00,128.36,2020-01-01 11:30:00,131.44,7.79058896852602,short,-23.995014023060016,-0.023995014023060014,trailing_stop
2020-01-01 12:00:00,130.36,2020-01-03 04:50:00,128.99,7.652658013176542,short,10.484141478051898,0.010509358698987453,trailing_stop
2020-01-03 06:20:00,128.69,2020-01-03 08:50:00,132.2,7.760112772907758,short,-27.237995832906158,-0.027274846530421875,trailing_stop
2020-01-03 10:10:00,132.37,2020-01-03 17:40:00,134.06,7.523797787732935,short,-12.715218261268642,-0.012767243333081496,trailing_stop
2020-01-03 17:40:00,134.06,2020-01-05 22:00:00,135.24,7.419465846159047,long,8.754969698467725,0.008802028942264707,trailing_stop
2020-01-05 23:30:00,134.76,2020-01-07 12:30:00,141.35,7.3874227389873015,long,48.683115849926345,0.04890175126150196,trailing_stop
2020-01-07 14:00:00,140.88,2020-01-07 22:20:00,141.61,7.101060476227437,long,5.183774147646158,0.005181714934696324,trailing_stop
2020-01-07 23:10:00,142.74,2020-01-08 03:00:00,144.63,7.012160412678197,long,13.252983179961698,0.01324085750315249,trailing_stop
2020-01-08 04:20:00,145.15,2020-01-08 13:00:00,142.28,6.904864454865188,long,-19.816960985463123,-0.019772648983809885,trailing_stop
2020-01-08 13:50:00,143.0,2020-01-08 16:40:00,139.46,6.994820835840111,long,-24.761665758873935,-0.0247552447552447,trailing_stop
2020-01-08 17:50:00,139.03,2020-01-09 09:10:00,138.49,7.17674755771595,long,-3.875443681166556,-0.003884053801337783,trailing_stop
2020-01-09 10:20:00,139.17,2020-01-09 16:30:00,135.84,7.166743325293755,long,-23.86525527322809,-0.023927570597111335,trailing_stop
2020-01-09 17:50:00,136.05,2020-01-10 04:30:00,136.17,7.313554891979486,long,0.8776265870373636,0.0008820286659314672,trailing_stop
2020-01-10 04:30:00,136.17,2020-01-10 12:10:00,138.17,7.30775431969239,short,-14.61550863938478,-0.014687522949254609,trailing_stop
2020-01-10 13:50:00,139.41,2020-01-10 15:20:00,141.34,7.127432428438235,short,-13.755944586885843,-0.013844057097769221,trailing_stop
2020-01-10 16:30:00,141.5,2020-01-10 18:20:00,144.81,7.012436469186471,short,-23.211164713007236,-0.02339222614840991,trailing_stop
2020-01-10 19:00:00,142.64,2020-01-11 00:00:00,144.87,6.940119489053456,short,-15.476466460589332,-0.015633763320246904,trailing_stop
2020-01-11 00:40:00,143.48,2020-01-11 16:50:00,145.48,6.888702239145009,short,-13.777404478290018,-0.013939224979091162,trailing_stop
2020-01-11 18:10:00,146.09,2020-01-12 06:10:00,144.99,6.756199991954937,short,7.431819991150393,0.007529605037990241,trailing_stop
2020-01-12 07:10:00,144.39,2020-01-13 00:00:00,146.45,6.840892297415416,short,-14.092238132675773,-0.014266915991412166,trailing_stop
